table,data
label,"{""concept_id"": ""voice_world_finding"", ""concept_name"": ""Voice (Part 5)"", ""set"": ""Narrative/Voice"", ""type"": ""element"", ""definition"": ""Surfacing hidden world via autofill, loops, belief systems, and rants that leak through characters."", ""axes"": ""autofill_domain|loop_pattern|belief_weight|rant_register"", ""axis_values"": ""rooms|clothes|smell|food|weather|lexicon | scene_trope|character_type|ending_bias|motif | light|medium|heavy | petty|political|existential"", ""source_file"": ""Voice Part 5.md"", ""source_md5"": ""adcacaebecbcf256d0ac4320ee0849cb"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_world_finding"", ""signal_id"": ""sig_autofill_domain_rooms"", ""signal_type"": ""textual_cue"", ""axis_value"": ""autofill_domain:rooms"", ""description"": ""autofill_domain ⇒ rooms"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 5.md"", ""source_md5"": ""adcacaebecbcf256d0ac4320ee0849cb"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_world_finding"", ""signal_id"": ""sig_autofill_domain_clothes"", ""signal_type"": ""textual_cue"", ""axis_value"": ""autofill_domain:clothes"", ""description"": ""autofill_domain ⇒ clothes"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 5.md"", ""source_md5"": ""adcacaebecbcf256d0ac4320ee0849cb"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_world_finding"", ""signal_id"": ""sig_autofill_domain_smell"", ""signal_type"": ""textual_cue"", ""axis_value"": ""autofill_domain:smell"", ""description"": ""autofill_domain ⇒ smell"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 5.md"", ""source_md5"": ""adcacaebecbcf256d0ac4320ee0849cb"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_world_finding"", ""signal_id"": ""sig_autofill_domain_food"", ""signal_type"": ""textual_cue"", ""axis_value"": ""autofill_domain:food"", ""description"": ""autofill_domain ⇒ food"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 5.md"", ""source_md5"": ""adcacaebecbcf256d0ac4320ee0849cb"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_world_finding"", ""signal_id"": ""sig_autofill_domain_weather"", ""signal_type"": ""textual_cue"", ""axis_value"": ""autofill_domain:weather"", ""description"": ""autofill_domain ⇒ weather"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 5.md"", ""source_md5"": ""adcacaebecbcf256d0ac4320ee0849cb"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_world_finding"", ""signal_id"": ""sig_autofill_domain_lexicon"", ""signal_type"": ""textual_cue"", ""axis_value"": ""autofill_domain:lexicon"", ""description"": ""autofill_domain ⇒ lexicon"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 5.md"", ""source_md5"": ""adcacaebecbcf256d0ac4320ee0849cb"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_world_finding"", ""signal_id"": ""sig_loop_pattern_scene_trope"", ""signal_type"": ""textual_cue"", ""axis_value"": ""loop_pattern:scene_trope"", ""description"": ""loop_pattern ⇒ scene_trope"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 5.md"", ""source_md5"": ""adcacaebecbcf256d0ac4320ee0849cb"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_world_finding"", ""signal_id"": ""sig_loop_pattern_character_type"", ""signal_type"": ""textual_cue"", ""axis_value"": ""loop_pattern:character_type"", ""description"": ""loop_pattern ⇒ character_type"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 5.md"", ""source_md5"": ""adcacaebecbcf256d0ac4320ee0849cb"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_world_finding"", ""signal_id"": ""sig_loop_pattern_ending_bias"", ""signal_type"": ""textual_cue"", ""axis_value"": ""loop_pattern:ending_bias"", ""description"": ""loop_pattern ⇒ ending_bias"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 5.md"", ""source_md5"": ""adcacaebecbcf256d0ac4320ee0849cb"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_world_finding"", ""signal_id"": ""sig_loop_pattern_motif"", ""signal_type"": ""textual_cue"", ""axis_value"": ""loop_pattern:motif"", ""description"": ""loop_pattern ⇒ motif"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 5.md"", ""source_md5"": ""adcacaebecbcf256d0ac4320ee0849cb"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_world_finding"", ""signal_id"": ""sig_belief_weight_light"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""belief_weight:light"", ""description"": ""belief_weight ⇒ light"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 5.md"", ""source_md5"": ""adcacaebecbcf256d0ac4320ee0849cb"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_world_finding"", ""signal_id"": ""sig_belief_weight_medium"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""belief_weight:medium"", ""description"": ""belief_weight ⇒ medium"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 5.md"", ""source_md5"": ""adcacaebecbcf256d0ac4320ee0849cb"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_world_finding"", ""signal_id"": ""sig_belief_weight_heavy"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""belief_weight:heavy"", ""description"": ""belief_weight ⇒ heavy"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 5.md"", ""source_md5"": ""adcacaebecbcf256d0ac4320ee0849cb"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_world_finding"", ""signal_id"": ""sig_rant_register_petty"", ""signal_type"": ""textual_cue"", ""axis_value"": ""rant_register:petty"", ""description"": ""rant_register ⇒ petty"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 5.md"", ""source_md5"": ""adcacaebecbcf256d0ac4320ee0849cb"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_world_finding"", ""signal_id"": ""sig_rant_register_political"", ""signal_type"": ""textual_cue"", ""axis_value"": ""rant_register:political"", ""description"": ""rant_register ⇒ political"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 5.md"", ""source_md5"": ""adcacaebecbcf256d0ac4320ee0849cb"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_world_finding"", ""signal_id"": ""sig_rant_register_existential"", ""signal_type"": ""textual_cue"", ""axis_value"": ""rant_register:existential"", ""description"": ""rant_register ⇒ existential"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 5.md"", ""source_md5"": ""adcacaebecbcf256d0ac4320ee0849cb"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
