table,data
label,"{""concept_id"": ""voice_inside_out"", ""concept_name"": ""Voice (Part 6)"", ""set"": ""Narrative/Voice"", ""type"": ""element"", ""definition"": ""Flip structure: start with indulgent seeds, let world rules and pressure create plot and truthful endings."", ""axes"": ""seed_type|world_rule_origin|pressure_point|plot_motion|ending_truth"", ""axis_values"": ""image|line|vibe|memory|rant | grief|betrayal|attention|regret|other | desire|fear|denial|shame | poke|deny|heat|break | inevitable|merciful|cruel|ambiguous"", ""source_file"": ""Voice Part 6.md"", ""source_md5"": ""97ddccc7f20af2bed025e6ebbf1f8bc0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inside_out"", ""signal_id"": ""sig_seed_type_image"", ""signal_type"": ""textual_cue"", ""axis_value"": ""seed_type:image"", ""description"": ""seed_type ⇒ image"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 6.md"", ""source_md5"": ""97ddccc7f20af2bed025e6ebbf1f8bc0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inside_out"", ""signal_id"": ""sig_seed_type_line"", ""signal_type"": ""textual_cue"", ""axis_value"": ""seed_type:line"", ""description"": ""seed_type ⇒ line"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 6.md"", ""source_md5"": ""97ddccc7f20af2bed025e6ebbf1f8bc0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inside_out"", ""signal_id"": ""sig_seed_type_vibe"", ""signal_type"": ""textual_cue"", ""axis_value"": ""seed_type:vibe"", ""description"": ""seed_type ⇒ vibe"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 6.md"", ""source_md5"": ""97ddccc7f20af2bed025e6ebbf1f8bc0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inside_out"", ""signal_id"": ""sig_seed_type_memory"", ""signal_type"": ""textual_cue"", ""axis_value"": ""seed_type:memory"", ""description"": ""seed_type ⇒ memory"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 6.md"", ""source_md5"": ""97ddccc7f20af2bed025e6ebbf1f8bc0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inside_out"", ""signal_id"": ""sig_seed_type_rant"", ""signal_type"": ""textual_cue"", ""axis_value"": ""seed_type:rant"", ""description"": ""seed_type ⇒ rant"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 6.md"", ""source_md5"": ""97ddccc7f20af2bed025e6ebbf1f8bc0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inside_out"", ""signal_id"": ""sig_world_rule_origin_grief"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""world_rule_origin:grief"", ""description"": ""world_rule_origin ⇒ grief"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 6.md"", ""source_md5"": ""97ddccc7f20af2bed025e6ebbf1f8bc0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inside_out"", ""signal_id"": ""sig_world_rule_origin_betrayal"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""world_rule_origin:betrayal"", ""description"": ""world_rule_origin ⇒ betrayal"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 6.md"", ""source_md5"": ""97ddccc7f20af2bed025e6ebbf1f8bc0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inside_out"", ""signal_id"": ""sig_world_rule_origin_attention"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""world_rule_origin:attention"", ""description"": ""world_rule_origin ⇒ attention"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 6.md"", ""source_md5"": ""97ddccc7f20af2bed025e6ebbf1f8bc0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inside_out"", ""signal_id"": ""sig_world_rule_origin_regret"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""world_rule_origin:regret"", ""description"": ""world_rule_origin ⇒ regret"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 6.md"", ""source_md5"": ""97ddccc7f20af2bed025e6ebbf1f8bc0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inside_out"", ""signal_id"": ""sig_world_rule_origin_other"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""world_rule_origin:other"", ""description"": ""world_rule_origin ⇒ other"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 6.md"", ""source_md5"": ""97ddccc7f20af2bed025e6ebbf1f8bc0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inside_out"", ""signal_id"": ""sig_pressure_point_desire"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""pressure_point:desire"", ""description"": ""pressure_point ⇒ desire"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 6.md"", ""source_md5"": ""97ddccc7f20af2bed025e6ebbf1f8bc0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inside_out"", ""signal_id"": ""sig_pressure_point_fear"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""pressure_point:fear"", ""description"": ""pressure_point ⇒ fear"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 6.md"", ""source_md5"": ""97ddccc7f20af2bed025e6ebbf1f8bc0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inside_out"", ""signal_id"": ""sig_pressure_point_denial"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""pressure_point:denial"", ""description"": ""pressure_point ⇒ denial"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 6.md"", ""source_md5"": ""97ddccc7f20af2bed025e6ebbf1f8bc0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
