table,data
label,"{""concept_id"": ""voice_decisions"", ""concept_name"": ""Voice (Part 2)"", ""set"": ""Narrative/Voice"", ""type"": ""element"", ""definition"": ""Voice expressed through micro-decisions; killing apology writing and choosing on purpose."", ""axes"": ""decision_level|market_pressure|apology_index|example_modes"", ""axis_values"": ""detail_inclusion|omission|word_choice|sentence_motion|breath_points | low|medium|high | none|light|heavy | gonzo|dialect|mantra_minimal|introspective_plain"", ""source_file"": ""Voice Part 2.md"", ""source_md5"": ""c3d6ba8ebeefb2c551afe08cb508109c"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_decisions"", ""signal_id"": ""sig_decision_level_detail_inclusion"", ""signal_type"": ""textual_cue"", ""axis_value"": ""decision_level:detail_inclusion"", ""description"": ""decision_level ⇒ detail_inclusion"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 2.md"", ""source_md5"": ""c3d6ba8ebeefb2c551afe08cb508109c"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_decisions"", ""signal_id"": ""sig_decision_level_omission"", ""signal_type"": ""textual_cue"", ""axis_value"": ""decision_level:omission"", ""description"": ""decision_level ⇒ omission"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 2.md"", ""source_md5"": ""c3d6ba8ebeefb2c551afe08cb508109c"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_decisions"", ""signal_id"": ""sig_decision_level_word_choice"", ""signal_type"": ""textual_cue"", ""axis_value"": ""decision_level:word_choice"", ""description"": ""decision_level ⇒ word_choice"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 2.md"", ""source_md5"": ""c3d6ba8ebeefb2c551afe08cb508109c"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_decisions"", ""signal_id"": ""sig_decision_level_sentence_motion"", ""signal_type"": ""textual_cue"", ""axis_value"": ""decision_level:sentence_motion"", ""description"": ""decision_level ⇒ sentence_motion"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 2.md"", ""source_md5"": ""c3d6ba8ebeefb2c551afe08cb508109c"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_decisions"", ""signal_id"": ""sig_decision_level_breath_points"", ""signal_type"": ""textual_cue"", ""axis_value"": ""decision_level:breath_points"", ""description"": ""decision_level ⇒ breath_points"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 2.md"", ""source_md5"": ""c3d6ba8ebeefb2c551afe08cb508109c"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_decisions"", ""signal_id"": ""sig_market_pressure_low"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""market_pressure:low"", ""description"": ""market_pressure ⇒ low"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 2.md"", ""source_md5"": ""c3d6ba8ebeefb2c551afe08cb508109c"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_decisions"", ""signal_id"": ""sig_market_pressure_medium"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""market_pressure:medium"", ""description"": ""market_pressure ⇒ medium"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 2.md"", ""source_md5"": ""c3d6ba8ebeefb2c551afe08cb508109c"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_decisions"", ""signal_id"": ""sig_market_pressure_high"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""market_pressure:high"", ""description"": ""market_pressure ⇒ high"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 2.md"", ""source_md5"": ""c3d6ba8ebeefb2c551afe08cb508109c"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_decisions"", ""signal_id"": ""sig_apology_index_none"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""apology_index:none"", ""description"": ""apology_index ⇒ none"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 2.md"", ""source_md5"": ""c3d6ba8ebeefb2c551afe08cb508109c"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
