table,data
label,"{""concept_id"": ""voice_indulgence_vs_excess"", ""concept_name"": ""Voice (Part 8)"", ""set"": ""Narrative/Voice"", ""type"": ""element"", ""definition"": ""Aim indulgence at movement and risk; trim hallways; design premises and processes that feed your voice."", ""axes"": ""effect_on_story|risk_level|targeting|structure_role|design_hooks"", ""axis_values"": ""moves|stalls | low|medium|high | aimed|wandering | room|mirror|hallway | premise_space|experiments|assign_role|engineered_moment|danger_token"", ""source_file"": ""Voice Part 8.md"", ""source_md5"": ""6dd64844e3028a6684d5aaa0d3d9add5"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_indulgence_vs_excess"", ""signal_id"": ""sig_effect_on_story_moves"", ""signal_type"": ""textual_cue"", ""axis_value"": ""effect_on_story:moves"", ""description"": ""effect_on_story ⇒ moves"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 8.md"", ""source_md5"": ""6dd64844e3028a6684d5aaa0d3d9add5"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_indulgence_vs_excess"", ""signal_id"": ""sig_effect_on_story_stalls"", ""signal_type"": ""textual_cue"", ""axis_value"": ""effect_on_story:stalls"", ""description"": ""effect_on_story ⇒ stalls"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 8.md"", ""source_md5"": ""6dd64844e3028a6684d5aaa0d3d9add5"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_indulgence_vs_excess"", ""signal_id"": ""sig_risk_level_low"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""risk_level:low"", ""description"": ""risk_level ⇒ low"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 8.md"", ""source_md5"": ""6dd64844e3028a6684d5aaa0d3d9add5"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_indulgence_vs_excess"", ""signal_id"": ""sig_risk_level_medium"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""risk_level:medium"", ""description"": ""risk_level ⇒ medium"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 8.md"", ""source_md5"": ""6dd64844e3028a6684d5aaa0d3d9add5"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_indulgence_vs_excess"", ""signal_id"": ""sig_risk_level_high"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""risk_level:high"", ""description"": ""risk_level ⇒ high"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 8.md"", ""source_md5"": ""6dd64844e3028a6684d5aaa0d3d9add5"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_indulgence_vs_excess"", ""signal_id"": ""sig_targeting_aimed"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""targeting:aimed"", ""description"": ""targeting ⇒ aimed"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 8.md"", ""source_md5"": ""6dd64844e3028a6684d5aaa0d3d9add5"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_indulgence_vs_excess"", ""signal_id"": ""sig_targeting_wandering"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""targeting:wandering"", ""description"": ""targeting ⇒ wandering"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 8.md"", ""source_md5"": ""6dd64844e3028a6684d5aaa0d3d9add5"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_indulgence_vs_excess"", ""signal_id"": ""sig_structure_role_room"", ""signal_type"": ""textual_cue"", ""axis_value"": ""structure_role:room"", ""description"": ""structure_role ⇒ room"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 8.md"", ""source_md5"": ""6dd64844e3028a6684d5aaa0d3d9add5"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_indulgence_vs_excess"", ""signal_id"": ""sig_structure_role_mirror"", ""signal_type"": ""textual_cue"", ""axis_value"": ""structure_role:mirror"", ""description"": ""structure_role ⇒ mirror"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 8.md"", ""source_md5"": ""6dd64844e3028a6684d5aaa0d3d9add5"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_indulgence_vs_excess"", ""signal_id"": ""sig_structure_role_hallway"", ""signal_type"": ""textual_cue"", ""axis_value"": ""structure_role:hallway"", ""description"": ""structure_role ⇒ hallway"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 8.md"", ""source_md5"": ""6dd64844e3028a6684d5aaa0d3d9add5"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_indulgence_vs_excess"", ""signal_id"": ""sig_design_hooks_premise_space"", ""signal_type"": ""textual_cue"", ""axis_value"": ""design_hooks:premise_space"", ""description"": ""design_hooks ⇒ premise_space"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 8.md"", ""source_md5"": ""6dd64844e3028a6684d5aaa0d3d9add5"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_indulgence_vs_excess"", ""signal_id"": ""sig_design_hooks_experiments"", ""signal_type"": ""textual_cue"", ""axis_value"": ""design_hooks:experiments"", ""description"": ""design_hooks ⇒ experiments"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 8.md"", ""source_md5"": ""6dd64844e3028a6684d5aaa0d3d9add5"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_indulgence_vs_excess"", ""signal_id"": ""sig_design_hooks_assign_role"", ""signal_type"": ""textual_cue"", ""axis_value"": ""design_hooks:assign_role"", ""description"": ""design_hooks ⇒ assign_role"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 8.md"", ""source_md5"": ""6dd64844e3028a6684d5aaa0d3d9add5"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_indulgence_vs_excess"", ""signal_id"": ""sig_design_hooks_engineered_moment"", ""signal_type"": ""textual_cue"", ""axis_value"": ""design_hooks:engineered_moment"", ""description"": ""design_hooks ⇒ engineered_moment"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 8.md"", ""source_md5"": ""6dd64844e3028a6684d5aaa0d3d9add5"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
