table,data
label,"{""concept_id"": ""voice_inventory"", ""concept_name"": ""Voice (Part 3)"", ""set"": ""Narrative/Voice"", ""type"": ""element"", ""definition"": ""Mapping your personal fuel and shifting from generic summaries to inside-the-skin specifics."", ""axes"": ""inventory_focus|specificity"", ""axis_values"": ""piss_off|visible_truth|shame_feel|oral_story_habits|linger_vs_rush | generic|concrete|interior_truth"", ""source_file"": ""Voice Part 3.md"", ""source_md5"": ""fcc4e5f89888a3f02be4fd4df19d73e0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inventory"", ""signal_id"": ""sig_inventory_focus_piss_off"", ""signal_type"": ""textual_cue"", ""axis_value"": ""inventory_focus:piss_off"", ""description"": ""inventory_focus ⇒ piss_off"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 3.md"", ""source_md5"": ""fcc4e5f89888a3f02be4fd4df19d73e0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inventory"", ""signal_id"": ""sig_inventory_focus_visible_truth"", ""signal_type"": ""textual_cue"", ""axis_value"": ""inventory_focus:visible_truth"", ""description"": ""inventory_focus ⇒ visible_truth"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 3.md"", ""source_md5"": ""fcc4e5f89888a3f02be4fd4df19d73e0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inventory"", ""signal_id"": ""sig_inventory_focus_shame_feel"", ""signal_type"": ""textual_cue"", ""axis_value"": ""inventory_focus:shame_feel"", ""description"": ""inventory_focus ⇒ shame_feel"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 3.md"", ""source_md5"": ""fcc4e5f89888a3f02be4fd4df19d73e0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inventory"", ""signal_id"": ""sig_inventory_focus_oral_story_habits"", ""signal_type"": ""textual_cue"", ""axis_value"": ""inventory_focus:oral_story_habits"", ""description"": ""inventory_focus ⇒ oral_story_habits"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 3.md"", ""source_md5"": ""fcc4e5f89888a3f02be4fd4df19d73e0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inventory"", ""signal_id"": ""sig_inventory_focus_linger_vs_rush"", ""signal_type"": ""textual_cue"", ""axis_value"": ""inventory_focus:linger_vs_rush"", ""description"": ""inventory_focus ⇒ linger_vs_rush"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 3.md"", ""source_md5"": ""fcc4e5f89888a3f02be4fd4df19d73e0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inventory"", ""signal_id"": ""sig_specificity_generic"", ""signal_type"": ""textual_cue"", ""axis_value"": ""specificity:generic"", ""description"": ""specificity ⇒ generic"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 3.md"", ""source_md5"": ""fcc4e5f89888a3f02be4fd4df19d73e0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inventory"", ""signal_id"": ""sig_specificity_concrete"", ""signal_type"": ""textual_cue"", ""axis_value"": ""specificity:concrete"", ""description"": ""specificity ⇒ concrete"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 3.md"", ""source_md5"": ""fcc4e5f89888a3f02be4fd4df19d73e0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_inventory"", ""signal_id"": ""sig_specificity_interior_truth"", ""signal_type"": ""textual_cue"", ""axis_value"": ""specificity:interior_truth"", ""description"": ""specificity ⇒ interior_truth"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 3.md"", ""source_md5"": ""fcc4e5f89888a3f02be4fd4df19d73e0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""blueprint_id"": ""bp_voice_truths"", ""concept_id"": ""voice_inventory"", ""cognitive_goal"": ""design"", ""task_type"": ""compose"", ""prompt_template"": ""Write 10 emotional physics statements that describe your world; no metaphors."", ""expected_features"": ""Non-abstract ‘operating system’ lines."", ""scoring_method"": ""pattern|rubric"", ""rubric_levels"": {""Exceeds"": ""Accurate + justified"", ""Meets"": ""Mostly correct"", ""Developing"": ""Vague/incorrect""}, ""variation_axes"": ""inventory_focus|specificity"", ""difficulty"": 2, ""source_file"": ""Voice Part 3.md"", ""source_md5"": ""fcc4e5f89888a3f02be4fd4df19d73e0"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
