table,data
label,"{""concept_id"": ""pacing_devices"", ""concept_name"": ""Pacing: Devices"", ""set"": ""Narrative"", ""type"": ""element"", ""definition"": ""Practical toolbox of pacing moves that stretch, smash, and sculpt time."", ""axes"": ""device|purpose|placement"", ""axis_values"": ""slow_burn|smash_cut|micro_scene|summery_scene|jump_cut | tension|contrast|surprise|compression|breath | scene_open|mid_scene|scene_exit"", ""source_file"": ""Pacing Part 2.md"", ""source_md5"": ""b6a839d4cd660ed169b8702a5df93dd3"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""pacing_devices"", ""signal_id"": ""sig_device_slow_burn"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""device:slow_burn"", ""description"": ""device ⇒ slow_burn"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 2.md"", ""source_md5"": ""b6a839d4cd660ed169b8702a5df93dd3"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""pacing_devices"", ""signal_id"": ""sig_device_smash_cut"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""device:smash_cut"", ""description"": ""device ⇒ smash_cut"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 2.md"", ""source_md5"": ""b6a839d4cd660ed169b8702a5df93dd3"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""pacing_devices"", ""signal_id"": ""sig_device_micro_scene"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""device:micro_scene"", ""description"": ""device ⇒ micro_scene"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 2.md"", ""source_md5"": ""b6a839d4cd660ed169b8702a5df93dd3"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""pacing_devices"", ""signal_id"": ""sig_device_summery_scene"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""device:summery_scene"", ""description"": ""device ⇒ summery_scene"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 2.md"", ""source_md5"": ""b6a839d4cd660ed169b8702a5df93dd3"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""pacing_devices"", ""signal_id"": ""sig_device_jump_cut"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""device:jump_cut"", ""description"": ""device ⇒ jump_cut"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 2.md"", ""source_md5"": ""b6a839d4cd660ed169b8702a5df93dd3"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""pacing_devices"", ""signal_id"": ""sig_purpose_tension"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""purpose:tension"", ""description"": ""purpose ⇒ tension"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 2.md"", ""source_md5"": ""b6a839d4cd660ed169b8702a5df93dd3"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""pacing_devices"", ""signal_id"": ""sig_purpose_contrast"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""purpose:contrast"", ""description"": ""purpose ⇒ contrast"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 2.md"", ""source_md5"": ""b6a839d4cd660ed169b8702a5df93dd3"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""pacing_devices"", ""signal_id"": ""sig_purpose_surprise"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""purpose:surprise"", ""description"": ""purpose ⇒ surprise"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 2.md"", ""source_md5"": ""b6a839d4cd660ed169b8702a5df93dd3"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""pacing_devices"", ""signal_id"": ""sig_purpose_compression"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""purpose:compression"", ""description"": ""purpose ⇒ compression"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 2.md"", ""source_md5"": ""b6a839d4cd660ed169b8702a5df93dd3"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""pacing_devices"", ""signal_id"": ""sig_purpose_breath"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""purpose:breath"", ""description"": ""purpose ⇒ breath"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 2.md"", ""source_md5"": ""b6a839d4cd660ed169b8702a5df93dd3"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""pacing_devices"", ""signal_id"": ""sig_placement_scene_open"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""placement:scene_open"", ""description"": ""placement ⇒ scene_open"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 2.md"", ""source_md5"": ""b6a839d4cd660ed169b8702a5df93dd3"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""pacing_devices"", ""signal_id"": ""sig_placement_mid_scene"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""placement:mid_scene"", ""description"": ""placement ⇒ mid_scene"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 2.md"", ""source_md5"": ""b6a839d4cd660ed169b8702a5df93dd3"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""pacing_devices"", ""signal_id"": ""sig_placement_scene_exit"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""placement:scene_exit"", ""description"": ""placement ⇒ scene_exit"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 2.md"", ""source_md5"": ""b6a839d4cd660ed169b8702a5df93dd3"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""blueprint_id"": ""bp_device_match"", ""concept_id"": ""pacing_devices"", ""cognitive_goal"": ""identify"", ""task_type"": ""classify"", ""prompt_template"": ""Identify the pacing device used in each passage and justify the call."", ""expected_features"": ""Correct device labels with cues."", ""scoring_method"": ""pattern|rubric"", ""rubric_levels"": {""Exceeds"": ""Accurate + justified"", ""Meets"": ""Mostly correct"", ""Developing"": ""Vague/incorrect""}, ""variation_axes"": ""device|purpose|placement"", ""difficulty"": 2, ""source_file"": ""Pacing Part 2.md"", ""source_md5"": ""b6a839d4cd660ed169b8702a5df93dd3"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""blueprint_id"": ""bp_device_swap"", ""concept_id"": ""pacing_devices"", ""cognitive_goal"": ""revise"", ""task_type"": ""transform"", ""prompt_template"": ""Swap the device (e.g., slow burn → smash cut) without changing plot."", ""expected_features"": ""Rhythm changes; clarity intact."", ""scoring_method"": ""pattern|rubric"", ""rubric_levels"": {""Exceeds"": ""Accurate + justified"", ""Meets"": ""Mostly correct"", ""Developing"": ""Vague/incorrect""}, ""variation_axes"": ""device|purpose|placement"", ""difficulty"": 3, ""source_file"": ""Pacing Part 2.md"", ""source_md5"": ""b6a839d4cd660ed169b8702a5df93dd3"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
