table,data
label,"{""concept_id"": ""scene_clock"", ""concept_name"": ""Pacing: Scene Clock"", ""set"": ""Narrative"", ""type"": ""element"", ""definition"": ""Internal timer of a scene—beats that stretch, snap, and resolve emotional time."", ""axes"": ""start_time|tempo|pressure_point|break|exit"", ""axis_values"": ""before|mid|after | fast|slow|irregular | weak|strong | absent|present | resolved|collapsed|reversed"", ""source_file"": ""Pacing Part 3.md"", ""source_md5"": ""0252de668f01560dc6291b775716c061"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""scene_clock"", ""signal_id"": ""sig_start_time_before"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""start_time:before"", ""description"": ""start_time ⇒ before"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 3.md"", ""source_md5"": ""0252de668f01560dc6291b775716c061"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""scene_clock"", ""signal_id"": ""sig_start_time_mid"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""start_time:mid"", ""description"": ""start_time ⇒ mid"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 3.md"", ""source_md5"": ""0252de668f01560dc6291b775716c061"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""scene_clock"", ""signal_id"": ""sig_start_time_after"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""start_time:after"", ""description"": ""start_time ⇒ after"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 3.md"", ""source_md5"": ""0252de668f01560dc6291b775716c061"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""scene_clock"", ""signal_id"": ""sig_tempo_fast"", ""signal_type"": ""textual_cue"", ""axis_value"": ""tempo:fast"", ""description"": ""tempo ⇒ fast"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 3.md"", ""source_md5"": ""0252de668f01560dc6291b775716c061"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""scene_clock"", ""signal_id"": ""sig_tempo_slow"", ""signal_type"": ""textual_cue"", ""axis_value"": ""tempo:slow"", ""description"": ""tempo ⇒ slow"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 3.md"", ""source_md5"": ""0252de668f01560dc6291b775716c061"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""scene_clock"", ""signal_id"": ""sig_tempo_irregular"", ""signal_type"": ""textual_cue"", ""axis_value"": ""tempo:irregular"", ""description"": ""tempo ⇒ irregular"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 3.md"", ""source_md5"": ""0252de668f01560dc6291b775716c061"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""scene_clock"", ""signal_id"": ""sig_pressure_point_weak"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""pressure_point:weak"", ""description"": ""pressure_point ⇒ weak"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 3.md"", ""source_md5"": ""0252de668f01560dc6291b775716c061"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""scene_clock"", ""signal_id"": ""sig_pressure_point_strong"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""pressure_point:strong"", ""description"": ""pressure_point ⇒ strong"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 3.md"", ""source_md5"": ""0252de668f01560dc6291b775716c061"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""scene_clock"", ""signal_id"": ""sig_break_absent"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""break:absent"", ""description"": ""break ⇒ absent"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 3.md"", ""source_md5"": ""0252de668f01560dc6291b775716c061"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""scene_clock"", ""signal_id"": ""sig_break_present"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""break:present"", ""description"": ""break ⇒ present"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 3.md"", ""source_md5"": ""0252de668f01560dc6291b775716c061"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""scene_clock"", ""signal_id"": ""sig_exit_resolved"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""exit:resolved"", ""description"": ""exit ⇒ resolved"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 3.md"", ""source_md5"": ""0252de668f01560dc6291b775716c061"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""scene_clock"", ""signal_id"": ""sig_exit_collapsed"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""exit:collapsed"", ""description"": ""exit ⇒ collapsed"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 3.md"", ""source_md5"": ""0252de668f01560dc6291b775716c061"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""concept_id"": ""scene_clock"", ""signal_id"": ""sig_exit_reversed"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""exit:reversed"", ""description"": ""exit ⇒ reversed"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Pacing Part 3.md"", ""source_md5"": ""0252de668f01560dc6291b775716c061"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""blueprint_id"": ""bp_clock_markup"", ""concept_id"": ""scene_clock"", ""cognitive_goal"": ""analyze"", ""task_type"": ""classify"", ""prompt_template"": ""Mark start_time, tempo, pressure_point, break, and exit for a scene; defend each choice."", ""expected_features"": ""Accurate map; edits suggested at weak beats."", ""scoring_method"": ""pattern|rubric"", ""rubric_levels"": {""Exceeds"": ""Accurate + justified"", ""Meets"": ""Mostly correct"", ""Developing"": ""Vague/incorrect""}, ""variation_axes"": ""start_time|tempo|pressure_point|break|exit"", ""difficulty"": 2, ""source_file"": ""Pacing Part 3.md"", ""source_md5"": ""0252de668f01560dc6291b775716c061"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
label,"{""blueprint_id"": ""bp_exit_edit"", ""concept_id"": ""scene_clock"", ""cognitive_goal"": ""revise"", ""task_type"": ""transform"", ""prompt_template"": ""Replace a weak exit with one that resolves the emotional tempo (reverse/pause/collapse)."", ""expected_features"": ""Exit beats cleaner and memorable."", ""scoring_method"": ""pattern|rubric"", ""rubric_levels"": {""Exceeds"": ""Accurate + justified"", ""Meets"": ""Mostly correct"", ""Developing"": ""Vague/incorrect""}, ""variation_axes"": ""start_time|tempo|pressure_point|break|exit"", ""difficulty"": 2, ""source_file"": ""Pacing Part 3.md"", ""source_md5"": ""0252de668f01560dc6291b775716c061"", ""last_modified_iso"": ""2025-09-30T20:25:21.917444Z""}"
