table,data
label,"{""concept_id"": ""voice_core"", ""concept_name"": ""Voice (Part 1)"", ""set"": ""Narrative/Voice"", ""type"": ""element"", ""definition"": ""Operating system beneath style: stance, rhythm, syntax, and risk that make work unmistakably yours."", ""axes"": ""stance|wiring|safety|presence|authenticity"", ""axis_values"": ""aggressive|messy|vulnerable|petty|unapologetic | rhythm|syntax|punctuation_as_expression|detail_selection | safe|risky | overt|subtle | market_smoothed|undressed_truth"", ""source_file"": ""Voice Part 1.md"", ""source_md5"": ""d7d31d3fdab8086852b1c3a4c5fcb589"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_core"", ""signal_id"": ""sig_stance_aggressive"", ""signal_type"": ""textual_cue"", ""axis_value"": ""stance:aggressive"", ""description"": ""stance ⇒ aggressive"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 1.md"", ""source_md5"": ""d7d31d3fdab8086852b1c3a4c5fcb589"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_core"", ""signal_id"": ""sig_stance_messy"", ""signal_type"": ""textual_cue"", ""axis_value"": ""stance:messy"", ""description"": ""stance ⇒ messy"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 1.md"", ""source_md5"": ""d7d31d3fdab8086852b1c3a4c5fcb589"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_core"", ""signal_id"": ""sig_stance_vulnerable"", ""signal_type"": ""textual_cue"", ""axis_value"": ""stance:vulnerable"", ""description"": ""stance ⇒ vulnerable"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 1.md"", ""source_md5"": ""d7d31d3fdab8086852b1c3a4c5fcb589"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_core"", ""signal_id"": ""sig_stance_petty"", ""signal_type"": ""textual_cue"", ""axis_value"": ""stance:petty"", ""description"": ""stance ⇒ petty"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 1.md"", ""source_md5"": ""d7d31d3fdab8086852b1c3a4c5fcb589"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_core"", ""signal_id"": ""sig_stance_unapologetic"", ""signal_type"": ""textual_cue"", ""axis_value"": ""stance:unapologetic"", ""description"": ""stance ⇒ unapologetic"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 1.md"", ""source_md5"": ""d7d31d3fdab8086852b1c3a4c5fcb589"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_core"", ""signal_id"": ""sig_wiring_rhythm"", ""signal_type"": ""textual_cue"", ""axis_value"": ""wiring:rhythm"", ""description"": ""wiring ⇒ rhythm"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 1.md"", ""source_md5"": ""d7d31d3fdab8086852b1c3a4c5fcb589"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_core"", ""signal_id"": ""sig_wiring_syntax"", ""signal_type"": ""textual_cue"", ""axis_value"": ""wiring:syntax"", ""description"": ""wiring ⇒ syntax"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 1.md"", ""source_md5"": ""d7d31d3fdab8086852b1c3a4c5fcb589"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_core"", ""signal_id"": ""sig_wiring_punctuation_as_expression"", ""signal_type"": ""textual_cue"", ""axis_value"": ""wiring:punctuation_as_expression"", ""description"": ""wiring ⇒ punctuation_as_expression"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 1.md"", ""source_md5"": ""d7d31d3fdab8086852b1c3a4c5fcb589"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_core"", ""signal_id"": ""sig_wiring_detail_selection"", ""signal_type"": ""textual_cue"", ""axis_value"": ""wiring:detail_selection"", ""description"": ""wiring ⇒ detail_selection"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 1.md"", ""source_md5"": ""d7d31d3fdab8086852b1c3a4c5fcb589"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_core"", ""signal_id"": ""sig_safety_safe"", ""signal_type"": ""textual_cue"", ""axis_value"": ""safety:safe"", ""description"": ""safety ⇒ safe"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 1.md"", ""source_md5"": ""d7d31d3fdab8086852b1c3a4c5fcb589"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_core"", ""signal_id"": ""sig_safety_risky"", ""signal_type"": ""textual_cue"", ""axis_value"": ""safety:risky"", ""description"": ""safety ⇒ risky"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 1.md"", ""source_md5"": ""d7d31d3fdab8086852b1c3a4c5fcb589"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_core"", ""signal_id"": ""sig_presence_overt"", ""signal_type"": ""textual_cue"", ""axis_value"": ""presence:overt"", ""description"": ""presence ⇒ overt"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 1.md"", ""source_md5"": ""d7d31d3fdab8086852b1c3a4c5fcb589"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
label,"{""concept_id"": ""voice_core"", ""signal_id"": ""sig_presence_subtle"", ""signal_type"": ""textual_cue"", ""axis_value"": ""presence:subtle"", ""description"": ""presence ⇒ subtle"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Voice Part 1.md"", ""source_md5"": ""d7d31d3fdab8086852b1c3a4c5fcb589"", ""last_modified_iso"": ""2025-09-30T21:11:05.628623Z""}"
